relative_path,file_role,role_note,old,domain,repository_url,number_of_imports,number_of_external_imports,number_of_internal_imports,number_of_standard_imports,number_of_classes,number_of_functions,is_entry_point,has_wait_state,number_of_decorators,number_of_base_classes,has_model_in_path,has_view_in_path,has_test_in_path,has_util_in_path,has_migration_in_path,has_script_in_path,has_middleware_in_path,has_enum_in_path,has_config_in_path,path_depth,functions_to_classes_ratio,external_import_ratio,code_complexity
ansible-ansible-8b062bb/test/units/module_utils/common/validation/test_check_required_by.py,,,,,https://api.github.com/repos/ansible/ansible,4,1,1,2,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.25,0
ansible-ansible-8b062bb/test/units/module_utils/common/validation/test_check_required_if.py,,,,,https://api.github.com/repos/ansible/ansible,4,2,1,1,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.5,0
ansible-ansible-8b062bb/test/units/module_utils/common/validation/test_check_required_one_of.py,,,,,https://api.github.com/repos/ansible/ansible,4,2,1,1,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.5,0
ansible-ansible-8b062bb/test/units/module_utils/common/validation/test_check_required_together.py,,,,,https://api.github.com/repos/ansible/ansible,4,2,1,1,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.5,0
ansible-ansible-8b062bb/test/units/module_utils/common/validation/test_check_type_bits.py,,,,,https://api.github.com/repos/ansible/ansible,4,2,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.5,0
ansible-ansible-8b062bb/test/units/module_utils/common/validation/test_check_type_bool.py,,,,,https://api.github.com/repos/ansible/ansible,4,2,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.5,0
ansible-ansible-8b062bb/test/units/module_utils/common/validation/test_check_type_bytes.py,,,,,https://api.github.com/repos/ansible/ansible,4,2,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.5,0
ansible-ansible-8b062bb/test/units/module_utils/common/validation/test_check_type_dict.py,,,,,https://api.github.com/repos/ansible/ansible,3,1,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/module_utils/common/validation/test_check_type_float.py,,,,,https://api.github.com/repos/ansible/ansible,4,2,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.5,0
ansible-ansible-8b062bb/test/units/module_utils/common/validation/test_check_type_int.py,,,,,https://api.github.com/repos/ansible/ansible,4,2,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.5,0
ansible-ansible-8b062bb/test/units/module_utils/common/validation/test_check_type_jsonarg.py,,,,,https://api.github.com/repos/ansible/ansible,4,2,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.5,0
ansible-ansible-8b062bb/test/units/module_utils/common/validation/test_check_type_list.py,,,,,https://api.github.com/repos/ansible/ansible,3,1,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/module_utils/common/validation/test_check_type_path.py,,,,,https://api.github.com/repos/ansible/ansible,4,0,1,3,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.0,0
ansible-ansible-8b062bb/test/units/module_utils/common/validation/test_check_type_raw.py,,,,,https://api.github.com/repos/ansible/ansible,2,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.0,0
ansible-ansible-8b062bb/test/units/module_utils/common/validation/test_check_type_str.py,,,,,https://api.github.com/repos/ansible/ansible,5,2,2,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.4,0
ansible-ansible-8b062bb/test/units/module_utils/common/validation/test_count_terms.py,,,,,https://api.github.com/repos/ansible/ansible,3,1,1,1,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/module_utils/common/warnings/test_deprecate.py,,,,,https://api.github.com/repos/ansible/ansible,11,4,5,2,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.3636363636363636,0
ansible-ansible-8b062bb/test/units/module_utils/common/warnings/test_error_as_warning.py,,,,,https://api.github.com/repos/ansible/ansible,6,1,4,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.1666666666666666,0
ansible-ansible-8b062bb/test/units/module_utils/common/warnings/test_warn.py,,,,,https://api.github.com/repos/ansible/ansible,10,3,5,2,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.3,0
ansible-ansible-8b062bb/test/units/module_utils/conftest.py,,,,,https://api.github.com/repos/ansible/ansible,6,2,2,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/module_utils/datatag/test_datatag.py,,,,,https://api.github.com/repos/ansible/ansible,39,23,5,11,19,64,0,0,2,10,0,0,1,1,0,0,0,0,0,5,3.3684210526315788,0.5897435897435898,12
ansible-ansible-8b062bb/test/units/module_utils/facts/base.py,,,,,https://api.github.com/repos/ansible/ansible,4,0,1,3,1,4,0,0,1,1,0,0,1,1,0,0,0,0,0,5,4.0,0.0,2
ansible-ansible-8b062bb/test/units/module_utils/facts/hardware/aix_data.py,,,,,https://api.github.com/repos/ansible/ansible,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.0,0
ansible-ansible-8b062bb/test/units/module_utils/facts/hardware/freebsd/test_get_device_facts.py,,,,,https://api.github.com/repos/ansible/ansible,5,1,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0.0,0.2,0
ansible-ansible-8b062bb/test/units/module_utils/facts/hardware/linux/test_get_sysinfo_facts.py,,,,,https://api.github.com/repos/ansible/ansible,4,1,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0.0,0.25,0
ansible-ansible-8b062bb/test/units/module_utils/facts/hardware/linux_data.py,,,,,https://api.github.com/repos/ansible/ansible,2,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.0,0
ansible-ansible-8b062bb/test/units/module_utils/facts/hardware/test_aix_processor.py,,,,,https://api.github.com/repos/ansible/ansible,4,3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.75,0
ansible-ansible-8b062bb/test/units/module_utils/facts/hardware/test_darwin_facts.py,,,,,https://api.github.com/repos/ansible/ansible,5,2,1,2,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,6,6.0,0.4,0
ansible-ansible-8b062bb/test/units/module_utils/facts/hardware/test_linux.py,,,,,https://api.github.com/repos/ansible/ansible,17,11,2,4,1,14,0,0,1,1,0,0,1,1,0,0,0,0,0,6,14.0,0.6470588235294118,2
ansible-ansible-8b062bb/test/units/module_utils/facts/hardware/test_linux_get_cpu_info.py,,,,,https://api.github.com/repos/ansible/ansible,3,2,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.6666666666666666,0
ansible-ansible-8b062bb/test/units/module_utils/facts/hardware/test_sunos_get_uptime_facts.py,,,,,https://api.github.com/repos/ansible/ansible,3,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/module_utils/facts/network/test_fc_wwn.py,,,,,https://api.github.com/repos/ansible/ansible,3,2,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.6666666666666666,0
ansible-ansible-8b062bb/test/units/module_utils/facts/network/test_generic_bsd.py,,,,,https://api.github.com/repos/ansible/ansible,3,2,0,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.6666666666666666,0
ansible-ansible-8b062bb/test/units/module_utils/facts/network/test_iscsi_get_initiator.py,,,,,https://api.github.com/repos/ansible/ansible,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.6666666666666666,0
ansible-ansible-8b062bb/test/units/module_utils/facts/network/test_locally_reachable_ips.py,,,,,https://api.github.com/repos/ansible/ansible,2,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.5,0
ansible-ansible-8b062bb/test/units/module_utils/facts/other/test_facter.py,,,,,https://api.github.com/repos/ansible/ansible,5,0,3,2,1,3,0,0,1,1,0,0,1,1,0,0,0,0,0,6,3.0,0.0,2
ansible-ansible-8b062bb/test/units/module_utils/facts/other/test_ohai.py,,,,,https://api.github.com/repos/ansible/ansible,5,0,3,2,1,3,0,0,1,1,0,0,1,1,0,0,0,0,0,6,3.0,0.0,2
ansible-ansible-8b062bb/test/units/module_utils/facts/system/distribution/conftest.py,,,,,https://api.github.com/repos/ansible/ansible,3,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/module_utils/facts/system/distribution/test_distribution_files.py,,,,,https://api.github.com/repos/ansible/ansible,3,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0.0,0.0,0
ansible-ansible-8b062bb/test/units/module_utils/facts/system/distribution/test_distribution_sles4sap.py,,,,,https://api.github.com/repos/ansible/ansible,3,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/module_utils/facts/system/distribution/test_distribution_version.py,,,,,https://api.github.com/repos/ansible/ansible,8,1,3,4,0,17,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0.0,0.125,0
ansible-ansible-8b062bb/test/units/module_utils/facts/system/distribution/test_parse_distribution_file_ClearLinux.py,,,,,https://api.github.com/repos/ansible/ansible,4,1,1,2,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0.0,0.25,0
ansible-ansible-8b062bb/test/units/module_utils/facts/system/distribution/test_parse_distribution_file_Slackware.py,,,,,https://api.github.com/repos/ansible/ansible,4,1,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0.0,0.25,0
ansible-ansible-8b062bb/test/units/module_utils/facts/system/test_cmdline.py,,,,,https://api.github.com/repos/ansible/ansible,3,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/module_utils/facts/system/test_fips.py,,,,,https://api.github.com/repos/ansible/ansible,3,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/module_utils/facts/system/test_lsb.py,,,,,https://api.github.com/repos/ansible/ansible,5,0,3,2,1,4,0,0,0,1,0,0,1,1,0,0,0,0,0,6,4.0,0.0,1
ansible-ansible-8b062bb/test/units/module_utils/facts/system/test_pkg_mgr.py,,,,,https://api.github.com/repos/ansible/ansible,2,0,1,1,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.0,0
ansible-ansible-8b062bb/test/units/module_utils/facts/system/test_user.py,,,,,https://api.github.com/repos/ansible/ansible,3,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.0,0
ansible-ansible-8b062bb/test/units/module_utils/facts/test_ansible_collector.py,,,,,https://api.github.com/repos/ansible/ansible,27,2,22,3,17,42,0,0,1,4,0,0,1,1,0,0,0,0,0,5,2.4705882352941178,0.074074074074074,5
ansible-ansible-8b062bb/test/units/module_utils/facts/test_collector.py,,,,,https://api.github.com/repos/ansible/ansible,6,2,0,4,9,49,0,0,0,1,0,0,1,1,0,0,0,0,0,5,5.444444444444445,0.3333333333333333,1
ansible-ansible-8b062bb/test/units/module_utils/facts/test_collectors.py,,,,,https://api.github.com/repos/ansible/ansible,23,1,20,2,23,21,0,0,1,3,0,0,1,1,0,0,0,0,0,5,0.9130434782608696,0.0434782608695652,4
ansible-ansible-8b062bb/test/units/module_utils/facts/test_date_time.py,,,,,https://api.github.com/repos/ansible/ansible,7,2,1,4,1,8,0,0,1,0,0,0,1,1,0,0,0,0,0,5,8.0,0.2857142857142857,1
ansible-ansible-8b062bb/test/units/module_utils/facts/test_facts.py,,,,,https://api.github.com/repos/ansible/ansible,10,5,1,4,30,14,0,0,1,2,0,0,1,1,0,0,0,0,0,5,0.4666666666666667,0.5,3
ansible-ansible-8b062bb/test/units/module_utils/facts/test_sysctl.py,,,,,https://api.github.com/repos/ansible/ansible,4,0,1,3,1,9,0,0,0,1,0,0,1,1,0,0,0,0,0,5,9.0,0.0,1
ansible-ansible-8b062bb/test/units/module_utils/facts/test_timeout.py,,,,,https://api.github.com/repos/ansible/ansible,5,1,2,2,0,21,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0.0,0.2,0
ansible-ansible-8b062bb/test/units/module_utils/facts/test_utils.py,,,,,https://api.github.com/repos/ansible/ansible,4,1,1,2,1,3,0,0,1,1,0,0,1,1,0,0,0,0,0,5,3.0,0.25,2
ansible-ansible-8b062bb/test/units/module_utils/facts/virtual/test_hpux.py,,,,,https://api.github.com/repos/ansible/ansible,3,1,1,1,1,5,0,0,0,1,0,0,1,1,0,0,0,0,0,6,5.0,0.3333333333333333,1
ansible-ansible-8b062bb/test/units/module_utils/facts/virtual/test_linux.py,,,,,https://api.github.com/repos/ansible/ansible,2,1,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0.0,0.5,0
ansible-ansible-8b062bb/test/units/module_utils/facts/virtual/test_sunos.py,,,,,https://api.github.com/repos/ansible/ansible,3,1,1,1,1,7,0,0,0,1,0,0,1,1,0,0,0,0,0,6,7.0,0.3333333333333333,1
ansible-ansible-8b062bb/test/units/module_utils/facts/virtual/test_sysctl.py,,,,,https://api.github.com/repos/ansible/ansible,3,1,1,1,1,4,0,0,0,1,0,0,1,1,0,0,0,0,0,6,4.0,0.3333333333333333,1
ansible-ansible-8b062bb/test/units/module_utils/json_utils/test_filter_non_json_lines.py,,,,,https://api.github.com/repos/ansible/ansible,3,0,1,2,1,5,0,0,0,1,0,0,1,1,0,0,0,0,0,5,5.0,0.0,1
ansible-ansible-8b062bb/test/units/module_utils/parsing/test_convert_bool.py,,,,,https://api.github.com/repos/ansible/ansible,3,1,1,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/module_utils/test_api.py,,,,,https://api.github.com/repos/ansible/ansible,5,1,3,1,5,16,0,0,3,2,0,1,1,1,0,0,0,0,0,4,3.2,0.2,5
ansible-ansible-8b062bb/test/units/module_utils/test_connection.py,,,,,https://api.github.com/repos/ansible/ansible,3,2,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0.0,0.6666666666666666,0
ansible-ansible-8b062bb/test/units/module_utils/test_distro.py,,,,,https://api.github.com/repos/ansible/ansible,2,1,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,4,2.0,0.5,0
ansible-ansible-8b062bb/test/units/module_utils/test_text.py,,,,,https://api.github.com/repos/ansible/ansible,6,2,2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/module_utils/urls/test_RedirectHandlerFactory.py,,,,,https://api.github.com/repos/ansible/ansible,6,1,3,2,0,12,0,0,0,0,0,1,1,1,0,0,0,0,0,5,0.0,0.1666666666666666,0
ansible-ansible-8b062bb/test/units/module_utils/urls/test_Request.py,,,,,https://api.github.com/repos/ansible/ansible,14,2,8,4,0,25,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0.0,0.1428571428571428,0
ansible-ansible-8b062bb/test/units/module_utils/urls/test_channel_binding.py,,,,,https://api.github.com/repos/ansible/ansible,7,2,2,3,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0.0,0.2857142857142857,0
ansible-ansible-8b062bb/test/units/module_utils/urls/test_fetch_file.py,,,,,https://api.github.com/repos/ansible/ansible,4,1,1,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,5,2.0,0.25,0
ansible-ansible-8b062bb/test/units/module_utils/urls/test_fetch_url.py,,,,,https://api.github.com/repos/ansible/ansible,11,1,5,5,4,17,0,0,0,2,0,0,1,1,0,0,0,0,0,5,4.25,0.0909090909090909,2
ansible-ansible-8b062bb/test/units/module_utils/urls/test_generic_urlparse.py,,,,,https://api.github.com/repos/ansible/ansible,4,0,1,3,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0.0,0.0,0
ansible-ansible-8b062bb/test/units/module_utils/urls/test_gzip.py,,,,,https://api.github.com/repos/ansible/ansible,8,1,3,4,1,8,0,0,0,1,0,0,1,1,0,0,0,0,0,5,8.0,0.125,1
ansible-ansible-8b062bb/test/units/module_utils/urls/test_prepare_multipart.py,,,,,https://api.github.com/repos/ansible/ansible,5,1,1,3,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0.0,0.2,0
ansible-ansible-8b062bb/test/units/module_utils/urls/test_split.py,,,,,https://api.github.com/repos/ansible/ansible,3,1,1,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/module_utils/urls/test_urls.py,,,,,https://api.github.com/repos/ansible/ansible,2,1,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0.0,0.5,0
ansible-ansible-8b062bb/test/units/modules/conftest.py,,,,,https://api.github.com/repos/ansible/ansible,5,1,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.2,0
ansible-ansible-8b062bb/test/units/modules/mount_facts_data.py,,,,,https://api.github.com/repos/ansible/ansible,2,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.0,0
ansible-ansible-8b062bb/test/units/modules/test_apt.py,,,,,https://api.github.com/repos/ansible/ansible,4,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.25,0
ansible-ansible-8b062bb/test/units/modules/test_apt_key.py,,,,,https://api.github.com/repos/ansible/ansible,6,1,1,4,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,4,2.0,0.1666666666666666,1
ansible-ansible-8b062bb/test/units/modules/test_apt_repository.py,,,,,https://api.github.com/repos/ansible/ansible,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/modules/test_async_wrapper.py,,,,,https://api.github.com/repos/ansible/ansible,7,1,1,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1.0,0.1428571428571428,0
ansible-ansible-8b062bb/test/units/modules/test_copy.py,,,,,https://api.github.com/repos/ansible/ansible,6,1,3,2,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.1666666666666666,0
ansible-ansible-8b062bb/test/units/modules/test_debconf.py,,,,,https://api.github.com/repos/ansible/ansible,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/modules/test_get_url.py,,,,,https://api.github.com/repos/ansible/ansible,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/modules/test_hostname.py,,,,,https://api.github.com/repos/ansible/ansible,10,1,3,6,2,13,0,0,2,1,0,0,1,0,0,0,0,0,0,4,6.5,0.1,3
ansible-ansible-8b062bb/test/units/modules/test_iptables.py,,,,,https://api.github.com/repos/ansible/ansible,7,2,4,1,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.2857142857142857,0
ansible-ansible-8b062bb/test/units/modules/test_known_hosts.py,,,,,https://api.github.com/repos/ansible/ansible,9,1,4,4,1,8,0,0,0,1,0,0,1,0,0,0,0,0,0,4,8.0,0.1111111111111111,1
ansible-ansible-8b062bb/test/units/modules/test_mount_facts.py,,,,,https://api.github.com/repos/ansible/ansible,16,7,6,3,0,33,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.4375,0
ansible-ansible-8b062bb/test/units/modules/test_pip.py,,,,,https://api.github.com/repos/ansible/ansible,5,2,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.4,0
ansible-ansible-8b062bb/test/units/modules/test_service.py,,,,,https://api.github.com/repos/ansible/ansible,6,2,3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/modules/test_service_facts.py,,,,,https://api.github.com/repos/ansible/ansible,5,1,2,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,4,2.0,0.2,1
ansible-ansible-8b062bb/test/units/modules/test_systemd.py,,,,,https://api.github.com/repos/ansible/ansible,3,0,1,2,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,4,3.0,0.0,1
ansible-ansible-8b062bb/test/units/modules/test_unarchive.py,,,,,https://api.github.com/repos/ansible/ansible,5,1,3,1,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2.0,0.2,0
ansible-ansible-8b062bb/test/units/modules/test_uri.py,,,,,https://api.github.com/repos/ansible/ansible,6,1,3,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3.0,0.1666666666666666,0
ansible-ansible-8b062bb/test/units/modules/utils.py,,,,,https://api.github.com/repos/ansible/ansible,1,0,0,1,2,2,0,0,0,1,0,0,1,1,0,0,0,0,0,4,1.0,0.0,1
ansible-ansible-8b062bb/test/units/parsing/test_ajson.py,,,,,https://api.github.com/repos/ansible/ansible,17,4,6,7,2,13,0,0,0,1,0,0,1,0,0,0,0,0,0,4,6.5,0.2352941176470588,1
ansible-ansible-8b062bb/test/units/parsing/test_dataloader.py,,,,,https://api.github.com/repos/ansible/ansible,19,5,8,6,4,39,0,0,1,1,0,0,1,0,0,0,0,0,0,4,9.75,0.2631578947368421,2
ansible-ansible-8b062bb/test/units/parsing/test_mod_args.py,,,,,https://api.github.com/repos/ansible/ansible,5,2,2,1,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,4,12.0,0.4,0
ansible-ansible-8b062bb/test/units/parsing/test_splitter.py,,,,,https://api.github.com/repos/ansible/ansible,5,2,2,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.4,0
ansible-ansible-8b062bb/test/units/parsing/test_unquote.py,,,,,https://api.github.com/repos/ansible/ansible,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/parsing/utils/test_addresses.py,,,,,https://api.github.com/repos/ansible/ansible,3,0,1,2,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,5,2.0,0.0,1
ansible-ansible-8b062bb/test/units/parsing/utils/test_yaml.py,,,,,https://api.github.com/repos/ansible/ansible,8,2,3,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0.0,0.25,0
ansible-ansible-8b062bb/test/units/parsing/vault/test_vault.py,,,,,https://api.github.com/repos/ansible/ansible,34,8,17,9,13,106,0,0,1,1,0,0,1,0,0,0,0,0,0,5,8.153846153846153,0.2352941176470588,2
ansible-ansible-8b062bb/test/units/parsing/vault/test_vault_editor.py,,,,,https://api.github.com/repos/ansible/ansible,16,5,5,6,1,39,0,0,2,1,0,0,1,0,0,0,0,0,0,5,39.0,0.3125,3
ansible-ansible-8b062bb/test/units/parsing/yaml/test_dumper.py,,,,,https://api.github.com/repos/ansible/ansible,18,4,9,5,3,9,0,0,0,4,0,0,1,0,0,0,0,0,0,5,3.0,0.2222222222222222,4
ansible-ansible-8b062bb/test/units/parsing/yaml/test_errors.py,,,,,https://api.github.com/repos/ansible/ansible,13,3,6,4,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.0,0.2307692307692307,0
ansible-ansible-8b062bb/test/units/parsing/yaml/test_loader.py,,,,,https://api.github.com/repos/ansible/ansible,24,3,10,11,4,32,0,0,1,3,0,0,1,0,0,0,0,0,0,5,8.0,0.125,4
ansible-ansible-8b062bb/test/units/parsing/yaml/test_objects.py,,,,,https://api.github.com/repos/ansible/ansible,17,11,4,2,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.0,0.6470588235294118,0
ansible-ansible-8b062bb/test/units/parsing/yaml/test_vault.py,,,,,https://api.github.com/repos/ansible/ansible,10,4,4,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.0,0.4,0
ansible-ansible-8b062bb/test/units/playbook/role/test_include_role.py,,,,,https://api.github.com/repos/ansible/ansible,9,1,6,2,1,8,0,0,1,1,0,0,1,0,0,0,0,0,0,5,8.0,0.1111111111111111,2
ansible-ansible-8b062bb/test/units/playbook/role/test_role.py,,,,,https://api.github.com/repos/ansible/ansible,13,4,5,4,3,26,0,0,2,2,0,0,1,0,0,0,0,0,0,5,8.666666666666666,0.3076923076923077,4
ansible-ansible-8b062bb/test/units/playbook/test_attribute.py,,,,,https://api.github.com/repos/ansible/ansible,3,0,1,2,1,7,0,0,0,1,0,0,1,0,0,0,0,0,0,4,7.0,0.0,1
ansible-ansible-8b062bb/test/units/playbook/test_base.py,,,,,https://api.github.com/repos/ansible/ansible,10,3,5,2,7,74,0,0,0,4,0,0,1,0,0,0,0,0,0,4,10.571428571428571,0.3,4
ansible-ansible-8b062bb/test/units/playbook/test_block.py,,,,,https://api.github.com/repos/ansible/ansible,5,1,2,2,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,4,5.0,0.2,1
ansible-ansible-8b062bb/test/units/playbook/test_collectionsearch.py,,,,,https://api.github.com/repos/ansible/ansible,8,2,5,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.25,0
ansible-ansible-8b062bb/test/units/playbook/test_helpers.py,,,,,https://api.github.com/repos/ansible/ansible,13,2,7,4,4,33,0,0,0,3,0,0,1,1,0,0,0,0,0,4,8.25,0.1538461538461538,3
ansible-ansible-8b062bb/test/units/playbook/test_play.py,,,,,https://api.github.com/repos/ansible/ansible,9,3,5,1,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.3333333333333333,0
ansible-ansible-8b062bb/test/units/playbook/test_play_context.py,,,,,https://api.github.com/repos/ansible/ansible,8,4,3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.5,0
ansible-ansible-8b062bb/test/units/playbook/test_playbook.py,,,,,https://api.github.com/repos/ansible/ansible,6,2,2,2,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,4,3.0,0.3333333333333333,1
ansible-ansible-8b062bb/test/units/playbook/test_taggable.py,,,,,https://api.github.com/repos/ansible/ansible,4,0,2,2,2,24,0,0,0,2,0,0,1,0,0,0,0,0,0,4,12.0,0.0,2
ansible-ansible-8b062bb/test/units/playbook/test_task.py,,,,,https://api.github.com/repos/ansible/ansible,4,1,1,2,1,10,0,0,0,1,0,0,1,0,0,1,0,0,0,4,10.0,0.25,1
ansible-ansible-8b062bb/test/units/plugins/action/test_action.py,,,,,https://api.github.com/repos/ansible/ansible,23,8,8,7,4,28,0,1,1,2,0,0,1,0,0,0,0,0,0,5,7.0,0.3478260869565217,6
ansible-ansible-8b062bb/test/units/plugins/action/test_gather_facts.py,,,,,https://api.github.com/repos/ansible/ansible,10,2,5,3,1,4,0,1,0,1,0,0,1,0,0,0,0,0,0,5,4.0,0.2,4
